id,year,growthRate,oilRentGDP,rle,initialGDP,eci,fdiGDP,capFormGDP,inflation,popGrowth,indVAGDP,tradeOpenness
Albania,2002,0.0473983542675329,0.659424143586382,0.275807696294606,8.73843408968851,0.471286439200173,3.10482570131248,36.0555550095496,3.64403010666703,-0.299876697084691,4.06654283252579,51.7400930362125
Albania,2003,0.0575665783878181,0.65412305727293,0.285676318645065,8.73843408968851,0.470851223692008,3.17271042518021,35.8939590225131,5.19727704636128,-0.374149169291299,4.12416007365678,54.3887252376217
Albania,2004,0.0578148629451691,0.490416577011432,0.294624308503963,8.73843408968851,0.463515236077984,4.75017740669056,37.7956662726257,3.15693253143077,-0.417931377925999,4.17755701844762,58.1543012759176
Albania,2005,0.0589429878591279,0.841101643202605,0.282337883555025,8.73843408968851,0.458437316660813,3.2597683417782,37.9197998415744,3.30331772361134,-0.511790116421897,4.42584401421105,63.9687656876337
Albania,2006,0.0636341790677832,1.17179967075877,0.295384278938767,8.73843408968851,0.423649438695132,3.6548517813389,38.0702045867302,2.48076200478384,-0.630911244851673,4.90492532097372,65.2379614607149
Albania,2007,0.0656373986307237,0.887451059411127,0.305118010910242,9.04203038139524,0.442741594932256,6.10898158597587,36.3847552841554,4.38991989868822,-0.75571875541991,5.29679097861481,74.9898705571537
Albania,2008,0.0799940911710522,1.0730515504328,0.319691087912546,9.04203038139524,0.554864925954135,9.7276961996335,33.9493058048851,4.11712555202941,-0.767342959142321,4.99779767478874,73.1399231135513
Albania,2009,0.0396900406042047,0.750259558481728,0.342022073283673,9.04203038139524,0.604106523505743,11.1601865833762,32.7089102886875,2.4225867418008,-0.673894046451936,5.19758098355153,73.627967632866
Albania,2010,0.0413929762474261,1.53530323602783,0.365564712049531,9.04203038139524,0.375151100772743,9.13990132556798,28.4284613740224,4.49005823200621,-0.49646196338738,5.45212540687052,76.5434459058843
Albania,2011,0.0278704718479439,2.76197762855326,0.353421931405234,9.04203038139524,0.407238414594277,8.13046205714976,29.3662119105906,2.31016048009481,-0.269017331764615,5.66189767373199,82.7208655354484
Albania,2012,0.0157516347799973,3.09884633669278,0.336990760167379,9.24662996980467,0.414606021306797,7.45397244519001,26.4886769391909,1.03996766320762,-0.165151040121679,4.61445771380939,81.758089057403
Albania,2013,0.0117824446992341,3.26416774578498,0.337572379734407,9.24662996980467,0.381440893608203,9.81721109491013,26.0795687280425,0.290749297076687,-0.183211384606402,5.05980135594677,81.6861028453097
Albania,2014,0.019615649213355,3.13886995447688,0.383151733233548,9.24662996980467,0.38125370879222,8.69297279070944,24.1586606512555,1.55435630159096,-0.207046999760594,5.32578898520395,82.9808450498671
Albania,2015,0.0248692252204457,1.39259938997089,0.3855888382004,9.24662996980467,0.382305051153224,8.69047412567041,24.413462389851,0.562738358617423,-0.291205786840436,5.67151941669392,79.6962931258015
Albania,2016,0.0345499042609632,1.65916261582441,0.38542741460489,9.24662996980467,0.381714628235141,8.80497849481489,24.5374515929832,-0.47932366694134,-0.159880412127734,5.66195176278477,83.1497351481418
Algeria,2002,0.0419041578252557,11.7899786632517,0.309200703100832,9.29398588133775,0.305586823039009,1.87631180048084,24.571412708153,1.31148810720909,1.2672311344186,39.6548724155323,73.9939366618649
Algeria,2003,0.0568577320665717,14.2029118585412,0.319956887557039,9.29398588133775,0.253399856963619,0.939942882863212,24.0877223200248,8.32883573358028,1.26857953923602,41.9071864113682,73.6992206160179
Algeria,2004,0.0290075075530538,16.2498665071266,0.311540798586632,9.29398588133775,0.369481204741739,1.03352053590583,24.0181267176455,12.2458758388474,1.31092413487785,43.6469193141663,74.8750706900258
Algeria,2005,0.0435646514573627,21.3591726749262,0.27867029784429,9.29398588133775,0.419537426905874,1.12017426778197,22.3703228286555,16.1168186861175,1.38339843921785,49.5782565457381,74.9811697412378
Algeria,2006,0.00210749441339786,22.9765800059315,0.289357235053958,9.29398588133775,0.338580574698652,1.5731371443505,23.165634596991,10.563560142918,1.45970871133985,50.6373138392863,72.3306638575211
Algeria,2007,0.0178320290593739,21.6132553881529,0.273126175088225,9.44316841063856,0.301694317879503,1.24964656448049,26.3247548348611,6.42326175468698,1.53403833511292,48.7902859848136,72.1419077239288
Algeria,2008,0.00711416223721706,23.1377499427689,0.281039211162873,9.44316841063856,0.407009888498144,1.54303880573697,29.2324330597302,15.3554800580776,1.62129805825395,49.7396548925529,73.1177399924443
Algeria,2009,-0.00101651409387848,15.1288664800612,0.267866174146631,9.44316841063856,0.321888137069004,2.00197501323763,38.2364513625205,-11.1897934800673,1.72071735074783,36.8217363978482,71.0034385974101
Algeria,2010,0.0174830963013459,17.6131754153339,0.270039108106322,9.44316841063856,0.227415713333781,1.42696364955833,36.2831936658994,16.081717120092,1.82135815863613,39.5628130327494,69.8666617557832
Algeria,2011,0.0092605402582695,20.3335400916211,0.264291390603842,9.44316841063856,0.205592706696393,1.28549602187669,31.6698628971065,18.2409096708755,1.92478657981558,40.078908929143,65.489376708936
Algeria,2012,0.0131245876276491,18.7780833833231,0.273243708415649,9.49016732693333,0.251541154984926,0.717693335672016,30.7991104036016,7.48133760113853,2.00661417637038,46.4903879787765,65.9042783327195
Algeria,2013,0.00693940321575859,17.3638436632198,0.294219305607552,9.49016732693333,0.204870136240399,0.806601359342118,34.1838185325145,-0.0618441447753639,2.03609172423878,42.8419552017282,65.3113621675044
Algeria,2014,0.0171843093895241,15.7154902326091,0.273019348543258,9.49016732693333,0.221244100218775,0.702589220681811,37.4185541669561,-0.290131471031188,2.00066645791365,40.8378968600683,65.7601491899968
Algeria,2015,0.0177441764612993,9.06964770419471,0.250052832693435,9.49016732693333,0.157173072884751,-0.324012087379223,42.2571218325663,-6.51286687744135,1.91995902410572,33.9913576308603,65.7557949578675
Algeria,2016,0.0142125558106851,10.9238534886384,0.251708387780841,9.49016732693333,0.317719475617615,1.02308456808829,43.0485196982227,1.51124582472433,1.82546343244561,32.8443246772388,65.0365905278991
Angola,2002,0.0939762266516437,37.2186049436568,0.0594464991581001,8.36974621040644,0.0983997341506107,11.4061900735364,30.326652990374,196.984105278288,3.41151528682319,3.66182565928526,116.495633105443
Angola,2003,-0.00580277379709404,35.1927306229028,0.08371403987622,8.36974621040644,0.0856147764657461,20.0810136410868,29.6747776131196,93.9268544295053,3.52630276523875,3.99981442660062,117.357798123232
Angola,2004,0.0681956366193299,44.3637705694623,0.0900723606582385,8.36974621040644,0.291444744549685,9.32924138405769,30.607732482369,33.4401786507532,3.57396197367573,4.68193728492023,116.554502748047
Angola,2005,0.104254351354505,59.2377748061427,0.107432609173819,8.36974621040644,0.15207784041653,-3.52665547915197,27.7922461605684,42.3755605995336,3.57589969753347,3.91288354787245,119.303581485285
Angola,2006,0.0736203664425412,53.6191122418716,0.139651308144125,8.36974621040644,0.0608831772520854,-0.0720010214346084,21.947654047901,17.1180976052307,3.56615989177201,3.61281577354658,118.421499069756
Angola,2007,0.0954707514755349,50.8202338641496,0.123057212853218,8.70685725185216,0.143616048877699,-1.36876162792796,25.1558475411653,4.30841553621369,3.56453863281601,3.39949163980227,117.05423211505
Angola,2008,0.0702211596484457,57.5729055377428,0.122784325620338,8.70685725185216,0.0387993721265277,1.89631505074079,29.2199735771079,19.3699205920479,3.56344784206319,3.46173679110577,119.754559891845
Angola,2009,-0.0271177433560101,27.7071325499968,0.157229522622572,8.70685725185216,0.315397074223487,3.13666213316837,42.7924987006913,-16.7610820493411,3.56682098343689,5.10942178600774,116.693953669362
Angola,2010,0.0117475122918584,38.6247663305004,0.148513236584032,8.70685725185216,0.233293662507778,-3.85111046361424,28.2364961643877,31.6891692005257,3.57009863798221,4.54177380179975,104.123629958616
Angola,2011,-0.00157284563503524,44.1262317821153,0.148489380063121,8.70685725185216,0.253426297591091,-2.70487471739953,26.3924079838389,31.7715427772877,3.5703524379835,4.16780479623091,102.088199658668
Angola,2012,0.0463734061535401,41.1683080719225,0.147435108830523,8.80163285664047,0.216668141905414,-1.14376833410123,26.6808378065534,7.25571028431409,3.55949601038819,4.40328959423099,96.7197151581257
Angola,2013,0.0130393570571243,34.5235476475155,0.147851195508773,8.80163285664047,0.272530935904805,-5.20812271844135,26.1584979508348,2.83974416522585,3.53182419107337,4.82734281484104,93.2954836968088
Angola,2014,0.0122453299164,27.1413751558676,0.185742317664927,8.80163285664047,0.14042372612887,2.51009500896225,27.4788126783628,3.56082279079246,3.48541253470949,4.76307157221622,87.2925125487048
Angola,2015,-0.0248886892550431,10.7711971187853,0.194902075616847,8.80163285664047,0.145744173437074,8.63060523378897,28.2096043410738,-3.51839025991922,3.42802067046523,5.68514486418651,70.3192521586459
Angola,2016,-0.0598153771035772,12.6277715108628,0.19353875537062,8.80163285664047,0.221687339036503,-0.177522530030449,26.213212947785,21.7742995159181,3.36757213106932,6.7526805695908,57.0473192682203
Argentina,2002,-0.126438668359377,3.88978055062546,0.276858076893578,9.43196257917133,0.538429203341917,2.19895819502207,11.9606480900889,30.555204053903,1.10897136014271,20.347773913878,27.2944443344892
Argentina,2003,0.0736573880844311,3.44860899056122,0.272931748966788,9.43196257917133,0.547031815932905,1.29481086883944,15.1375075649857,10.4957030215496,1.10241509004075,22.4867505875749,28.6358776125302
Argentina,2004,0.0755628988719312,3.47006405351586,0.264365584082278,9.43196257917133,0.545923088761483,2.5050175164097,15.8937872782322,18.3633542492033,1.08860752551001,18.9370136214371,31.0230545427626
